"symbol_name","symbol_module","symbol_filename","input_section","symbol_size","symbol_address","symbol_physical_memory","symbol_out_section","symbol_output_section","symbol_realtime","symbol_access_count","symbol_hw_usage","symbol_folder_name_for_file"
"symbol_829","module_12","file_50.c","bss",1837,"0x8e836281","ext_memory1","ext_memory1_data","init","Low",78,"No","open_core/rlm"
"symbol_833","module_8","file_6.c","data",181,"0x8185c6fb","sysram","sysram_data","always_power_on","Medium",19,"No","open_base/hal"
"symbol_836","module_13","file_23.c","bss",1937,"0x8eed1360","ext_memory2","ext_memory2_data","code","Medium",46,"No","base/exthal"
"symbol_837","module_16","file_49.c","data",60,"0x813990c8","sysram","sysram_data","init","Low",74,"Yes","open_base/prj_ram"
"symbol_838","module_1","file_64.c","data",1408,"0x85a0e32f","ext_memory2","ext_memory2_data","code","Medium",2,"No","base/prj_ram"
"symbol_840","module_4","file_10.c","code",118,"0x850ae3e5","ext_memory1","ext_memory1_code","always_power_on","Medium",18,"Yes","core/rlm"
"symbol_842","module_6","file_63.c","data",803,"0x8c457d7d","sysram","sysram_data","init","Low",53,"No","core/system"
"symbol_844","module_15","file_44.c","bss",505,"0x840ae04e","sysram","sysram_data","init","Low",94,"No","open_base/exthal"
"symbol_848","module_14","file_11.c","code",1547,"0x80aac1ec","ext_memory1","ext_memory1_code","ro_after_write","Low",8,"Yes","open_core/mlm"
"symbol_851","module_12","file_21.c","data",1051,"0x8b4f7324","ext_memory2","ext_memory2_data","data","Low",73,"No","open_base/exthal"
"symbol_855","module_8","file_56.c","data",1442,"0x860e545e","sysram","sysram_data","data","High",60,"No","core/system"
"symbol_858","module_4","file_6.c","bss",612,"0x879be50b","ext_memory2","ext_memory2_data","ro_after_write","Low",71,"No","open_base/exthal"
"symbol_859","module_1","file_43.c","data",324,"0x8e020fa9","ext_memory1","ext_memory1_data","data","Low",61,"No","base/exthal"
"symbol_860","module_13","file_65.c","bss",38,"0x8095c4dd","dlm","dlm_data","always_power_on","Low",63,"No","core/mlm"
"symbol_861","module_1","file_75.c","code",844,"0x8dc2235d","sysram","sysram_code","always_power_on","Low",47,"No","customer"
"symbol_865","module_1","file_28.c","code",776,"0x88bd88e3","sysram","sysram_code","init","Medium",74,"No","base/exthal"
"symbol_866","module_2","file_14.c","bss",1040,"0x8460c715","sysram","sysram_data","ro_after_write","Medium",53,"Yes","open_base/prj_ram"
"symbol_870","module_10","file_27.c","data",1904,"0x834f5e5f","sysram","sysram_data","always_power_on","Medium",83,"No","core/middle"
"symbol_871","module_10","file_52.c","bss",1759,"0x887a4a5e","ext_memory1","ext_memory1_data","init","Medium",65,"No","customer"
"symbol_872","module_10","file_23.c","code",1416,"0x82bb6f1a","sysram","sysram_code","ro_after_write","Low",75,"Yes","open_core/rlm"
"symbol_875","module_16","file_27.c","data",559,"0x8b1581fb","ext_memory2","ext_memory2_data","ro_after_write","Medium",9,"No","custom/system"
"symbol_886","module_9","file_37.c","bss",722,"0x807eb2be","sysram","sysram_data","ro_after_write","Medium",10,"No","open_core/system"
"symbol_890","module_16","file_57.c","data",875,"0x84c69e4c","ext_memory2","ext_memory2_data","init","High",34,"No","customer"
"symbol_896","module_11","file_52.c","data",1587,"0x81299956","sysram","sysram_data","code","High",49,"No","open_core/mlm"
"symbol_897","module_3","file_29.c","data",1853,"0x8225b919","sysram","sysram_data","init","Low",31,"Yes","open_base/exthal"
"symbol_901","module_9","file_66.c","bss",516,"0x8be23128","ext_memory2","ext_memory2_data","init","Low",77,"Yes","open_base/exthal"
"symbol_902","module_10","file_18.c","bss",1000,"0x83763674","sysram","sysram_data","init","Low",23,"No","open_core/mlm"
"symbol_904","module_3","file_63.c","data",1601,"0x8dcd95fa","sysram","sysram_data","ro_after_write","Medium",3,"No","core/middle"
"symbol_907","module_16","file_43.c","data",543,"0x8cbdfdf8","sysram","sysram_data","always_power_on","Low",75,"Yes","open_core/middle"
"symbol_909","module_8","file_54.c","code",131,"0x887b286a","sysram","sysram_code","data","High",97,"Yes","open_base/prj_ram"
"symbol_912","module_12","file_19.c","bss",1559,"0x8195a359","ext_memory2","ext_memory2_data","data","Medium",64,"No","custom/system"
"symbol_913","module_9","file_51.c","code",865,"0x833b8670","sysram","sysram_code","data","Low",35,"No","open_base/exthal"
"symbol_916","module_3","file_34.c","bss",1205,"0x82e47a7a","ext_memory1","ext_memory1_data","ro_after_write","Low",56,"Yes","core/system"
"symbol_917","module_16","file_62.c","data",574,"0x8ee16344","sysram","sysram_data","ro_after_write","Medium",6,"No","core/rlm"
"symbol_925","module_15","file_2.c","data",1480,"0x82e1b2c9","sysram","sysram_data","code","Low",63,"No","core/rlm"
"symbol_929","module_1","file_57.c","data",278,"0x8a6c7a23","sysram","sysram_data","data","Low",2,"Yes","open_core/system"
"symbol_932","module_1","file_53.c","bss",1619,"0x8cb80440","ext_memory1","ext_memory1_data","always_power_on","Medium",65,"Yes","open_core/rlm"
"symbol_939","module_13","file_44.c","data",1294,"0x8430e39a","sysram","sysram_data","code","Low",73,"Yes","custom/system"
"symbol_940","module_9","file_48.c","code",1193,"0x8222019e","sysram","sysram_code","init","Medium",47,"No","custom/system"
"symbol_943","module_1","file_55.c","code",1972,"0x890dd0b2","ext_memory2","ext_memory2_code","ro_after_write","Low",37,"Yes","open_core/rlm"
"symbol_946","module_12","file_7.c","bss",1079,"0x85058709","sysram","sysram_data","code","Low",24,"Yes","open_core/rlm"
"symbol_947","module_12","file_70.c","data",1506,"0x8e98dbaf","sysram","sysram_data","init","Low",11,"No","core/system"
"symbol_958","module_14","file_38.c","bss",1892,"0x8cc9aebd","sysram","sysram_data","code","Medium",93,"No","open_core/mlm"
"symbol_961","module_4","file_10.c","data",1773,"0x804e602c","ext_memory1","ext_memory1_data","data","Low",31,"No","open_core/mlm"
"symbol_962","module_16","file_63.c","code",280,"0x849f4e2f","sysram","sysram_code","data","Medium",29,"Yes","open_base/prj_ram"
"symbol_965","module_10","file_10.c","bss",1076,"0x85f5fd88","sysram","sysram_data","init","Medium",4,"No","open_base/prj_ram"
"symbol_966","module_1","file_72.c","code",1527,"0x8e48d027","ext_memory1","ext_memory1_code","ro_after_write","Low",100,"No","open_base/exthal"
"symbol_967","module_1","file_75.c","bss",1717,"0x86faca53","sysram","sysram_data","data","Low",20,"No","open_base/prj_ram"
"symbol_970","module_6","file_63.c","bss",874,"0x87e5ca37","sysram","sysram_data","init","Low",52,"No","core/mlm"
"symbol_972","module_4","file_61.c","code",1213,"0x8c793fc8","sysram","sysram_code","init","Medium",27,"Yes","base/hal"
"symbol_973","module_9","file_70.c","bss",1892,"0x80f46fee","ext_memory1","ext_memory1_data","always_power_on","Low",31,"Yes","open_base/prj_ram"
"symbol_976","module_2","file_79.c","data",714,"0x8e1920eb","sysram","sysram_data","ro_after_write","High",73,"No","customer"
"symbol_978","module_13","file_39.c","bss",888,"0x854ca49a","sysram","sysram_data","ro_after_write","Low",41,"No","core/system"
"symbol_986","module_15","file_57.c","data",49,"0x874a799f","sysram","sysram_data","init","Low",38,"Yes","open_base/exthal"
"symbol_989","module_11","file_18.c","data",260,"0x801139b0","ext_memory1","ext_memory1_data","init","Low",75,"Yes","open_core/mlm"
"symbol_991","module_9","file_73.c","code",721,"0x8276da1f","ext_memory1","ext_memory1_code","data","Medium",62,"No","open_base/prj_ram"
"symbol_994","module_6","file_52.c","data",258,"0x8682c8f7","ext_memory1","ext_memory1_data","always_power_on","Medium",82,"Yes","core/mlm"
"symbol_997","module_16","file_1.c","bss",1414,"0x8a4dd2ca","sysram","sysram_data","ro_after_write","Low",38,"No","core/middle"
"symbol_998","module_8","file_26.c","data",636,"0x879628c3","ext_memory2","ext_memory2_data","init","Low",94,"Yes","core/rlm"
"symbol_999","module_10","file_71.c","data",110,"0x8f1d2c4e","sysram","sysram_data","always_power_on","Medium",77,"No","core/system"
"small_symbol_5295","module_8","file_31.c","code",126,"0x8930d907","sysram","sysram_data","data","Low",8,"No","core/mlm"
"small_symbol_9519","module_16","file_37.c","code",19,"0x87c9e6d8","ext_memory2","ext_memory2_data","init","Low",16,"No","core/rlm"
"small_symbol_3230","module_5","file_8.c","code",117,"0x8225ff53","sysram","sysram_data","code","Low",28,"No","open_core/rlm"
"small_symbol_1029","module_2","file_14.c","code",119,"0x88f55c71","sysram","sysram_data","init","Low",21,"No","open_core/rlm"
"small_symbol_7671","module_4","file_74.c","bss",77,"0x8b71a27e","sysram","sysram_data","always_power_on","Low",14,"No","open_base/exthal"
"small_symbol_5416","module_7","file_75.c","data",121,"0x873dee64","sysram","sysram_data","data","Low",10,"No","custom/system"
"small_symbol_3793","module_12","file_28.c","code",32,"0x86461790","ext_memory1","ext_memory1_data","always_power_on","Low",30,"No","core/middle"
"small_symbol_4581","module_5","file_21.c","bss",16,"0x88dfe566","ilm","ilm_data","data","Low",8,"No","customer"
"small_symbol_8771","module_6","file_25.c","data",121,"0x8cd45267","ext_memory2","ext_memory2_data","always_power_on","Low",8,"No","open_base/exthal"
"small_symbol_4102","module_14","file_11.c","bss",80,"0x823b2c87","sysram","sysram_data","always_power_on","Low",11,"No","open_base/hal"
"small_symbol_8524","module_15","file_36.c","code",96,"0x89221af9","sysram","sysram_data","ro_after_write","Low",8,"No","core/system"
"small_symbol_3683","module_3","file_62.c","code",103,"0x868bfe8a","sysram","sysram_data","ro_after_write","Low",19,"No","open_base/prj_ram"
"small_symbol_6974","module_1","file_60.c","data",30,"0x8b1a47b9","sysram","sysram_data","init","Low",1,"No","open_core/mlm"
"small_symbol_7777","module_14","file_34.c","bss",102,"0x866e380c","sysram","sysram_data","always_power_on","Low",10,"No","open_base/prj_ram"
"small_symbol_5868","module_8","file_39.c","bss",44,"0x8e0a5cc8","sysram","sysram_data","data","Low",28,"No","base/exthal"
"small_symbol_3262","module_4","file_54.c","bss",35,"0x8eded49c","sysram","sysram_data","ro_after_write","Low",12,"No","core/mlm"
"small_symbol_4916","module_13","file_48.c","code",99,"0x8fc504b2","sysram","sysram_data","init","Low",0,"No","open_core/rlm"
"small_symbol_2678","module_6","file_29.c","code",34,"0x8f44e33d","sysram","sysram_data","ro_after_write","Low",15,"No","customer"
"small_symbol_1113","module_5","file_47.c","code",43,"0x843dd649","ext_memory1","ext_memory1_data","data","Low",4,"No","core/rlm"
"small_symbol_8743","module_13","file_49.c","bss",92,"0x81f0e142","ext_memory2","ext_memory2_data","init","Low",20,"No","base/hal"
"small_symbol_8405","module_3","file_57.c","code",63,"0x818b9fdf","sysram","sysram_data","code","Low",18,"No","open_base/prj_ram"
"small_symbol_3507","module_9","file_70.c","code",73,"0x897646e8","ext_memory1","ext_memory1_data","ro_after_write","Low",0,"No","core/system"
"small_symbol_4516","module_10","file_50.c","data",120,"0x8e9ed34c","sysram","sysram_data","code","Low",4,"No","open_core/rlm"
"small_symbol_6590","module_3","file_51.c","data",44,"0x81e57296","ext_memory1","ext_memory1_data","init","Low",18,"No","open_core/system"
"small_symbol_9490","module_10","file_44.c","bss",32,"0x8d4e672b","sysram","sysram_data","code","Low",10,"No","customer"
"small_symbol_6195","module_8","file_72.c","data",55,"0x841837ec","sysram","sysram_data","ro_after_write","Low",28,"No","open_core/middle"
"small_symbol_4006","module_6","file_50.c","data",47,"0x84c6c904","sysram","sysram_data","always_power_on","Low",24,"No","customer"
"small_symbol_4804","module_16","file_25.c","data",35,"0x8eb5b5a7","sysram","sysram_data","always_power_on","Low",17,"No","open_core/middle"
"small_symbol_3325","module_15","file_58.c","code",106,"0x8782e2ff","ext_memory1","ext_memory1_data","data","Low",3,"No","custom/system"
"small_symbol_3270","module_5","file_32.c","code",125,"0x85a73c6a","ext_memory2","ext_memory2_data","code","Low",3,"No","core/rlm"
"small_symbol_4096","module_13","file_10.c","data",78,"0x8a964702","sysram","sysram_data","always_power_on","Low",10,"No","core/mlm"
"small_symbol_7575","module_14","file_4.c","data",22,"0x88929609","sysram","sysram_data","always_power_on","Low",21,"No","open_core/rlm"
"small_symbol_3780","module_13","file_52.c","data",127,"0x8d1b7c12","sysram","sysram_data","ro_after_write","Low",10,"No","open_base/hal"
"small_symbol_5732","module_13","file_50.c","code",87,"0x8bf66300","sysram","sysram_data","data","Low",18,"No","customer"
"small_symbol_9070","module_11","file_72.c","bss",94,"0x8386fd75","sysram","sysram_data","code","Low",32,"No","custom/system"
"small_symbol_6743","module_16","file_73.c","data",16,"0x8ad31e93","sysram","sysram_data","code","Low",20,"No","base/exthal"
"small_symbol_6945","module_13","file_52.c","data",36,"0x87f32c62","sysram","sysram_data","always_power_on","Low",11,"No","base/exthal"
"small_symbol_1693","module_13","file_40.c","bss",62,"0x88bbea97","sysram","sysram_data","code","Low",19,"No","custom/system"
"small_symbol_3202","module_16","file_77.c","bss",81,"0x888dfc23","sysram","sysram_data","data","Low",31,"No","open_core/middle"
"small_symbol_4059","module_14","file_20.c","bss",24,"0x8c6a4d2e","sysram","sysram_data","ro_after_write","Low",19,"No","open_core/rlm"
"small_symbol_5530","module_16","file_33.c","bss",67,"0x81557c50","ext_memory2","ext_memory2_data","always_power_on","Low",28,"No","open_core/mlm"
"small_symbol_4370","module_8","file_3.c","data",110,"0x8e6c9db6","sysram","sysram_data","data","Low",7,"No","core/mlm"
"small_symbol_2990","module_8","file_5.c","code",54,"0x87523471","ext_memory1","ext_memory1_data","code","Low",21,"No","customer"
"small_symbol_4679","module_1","file_63.c","bss",112,"0x8035d899","sysram","sysram_data","code","Low",17,"No","customer"
"small_symbol_8580","module_7","file_39.c","code",114,"0x86e70a2e","ext_memory1","ext_memory1_data","ro_after_write","Low",26,"No","base/hal"
"small_symbol_9303","module_13","file_40.c","bss",119,"0x8b25a4fa","ext_memory2","ext_memory2_data","ro_after_write","Low",13,"No","base/exthal"
"small_symbol_7457","module_13","file_19.c","data",81,"0x8cd07943","sysram","sysram_data","ro_after_write","Low",21,"No","open_core/mlm"
"small_symbol_6044","module_3","file_70.c","code",37,"0x8092e8f4","ext_memory2","ext_memory2_data","always_power_on","Low",3,"No","open_base/hal"
"small_symbol_9756","module_14","file_41.c","code",126,"0x84fd5c4d","sysram","sysram_data","always_power_on","Low",24,"No","open_base/exthal"
"small_symbol_3549","module_5","file_42.c","data",56,"0x8e23c75a","ext_memory1","ext_memory1_data","always_power_on","Low",3,"No","core/rlm"
"small_symbol_7638","module_10","file_68.c","data",113,"0x8272a03a","ext_memory2","ext_memory2_data","code","Low",3,"No","base/hal"
"small_symbol_1180","module_13","file_26.c","bss",50,"0x84e42f75","sysram","sysram_data","data","Low",2,"No","open_base/exthal"
"small_symbol_8596","module_16","file_10.c","code",117,"0x82eb168b","ext_memory1","ext_memory1_data","code","Low",12,"No","base/exthal"
"small_symbol_4082","module_3","file_41.c","code",105,"0x878a02e2","ext_memory1","ext_memory1_data","code","Low",11,"No","open_core/mlm"
"small_symbol_6516","module_7","file_46.c","code",41,"0x828aec18","ext_memory2","ext_memory2_data","ro_after_write","Low",2,"No","custom/system"
"small_symbol_6481","module_9","file_52.c","bss",22,"0x89410ae7","ext_memory2","ext_memory2_data","init","Low",25,"No","open_core/mlm"
"small_symbol_3502","module_12","file_13.c","bss",88,"0x8ffb227d","sysram","sysram_data","code","Low",4,"No","core/rlm"
"small_symbol_7140","module_7","file_19.c","data",107,"0x8ea009ad","sysram","sysram_data","data","Low",14,"No","core/middle"
"small_symbol_7808","module_13","file_40.c","bss",119,"0x85cf367a","ext_memory1","ext_memory1_data","ro_after_write","Low",13,"No","base/hal"
"small_symbol_9266","module_16","file_23.c","bss",51,"0x87a8e9ca","ext_memory1","ext_memory1_data","ro_after_write","Low",30,"No","custom/system"
"small_symbol_6039","module_6","file_12.c","data",95,"0x8a0e4960","sysram","sysram_data","ro_after_write","Low",1,"No","open_core/system"
"small_symbol_5437","module_12","file_5.c","code",73,"0x850a9f16","ext_memory1","ext_memory1_data","init","Low",18,"No","open_base/prj_ram"
"small_symbol_4942","module_12","file_62.c","code",66,"0x82074a78","ext_memory2","ext_memory2_data","ro_after_write","Low",32,"No","open_base/exthal"
"small_symbol_6945","module_15","file_64.c","data",119,"0x8f86d827","ext_memory2","ext_memory2_data","code","Low",3,"No","core/rlm"
"small_symbol_4156","module_1","file_44.c","code",97,"0x8f803b78","sysram","sysram_data","data","Low",1,"No","open_core/system"
"small_symbol_1002","module_9","file_53.c","bss",111,"0x86a01ce9","ext_memory1","ext_memory1_data","ro_after_write","Low",19,"No","base/hal"
"small_symbol_9967","module_7","file_2.c","bss",24,"0x82d65b4f","sysram","sysram_data","code","Low",14,"No","base/prj_ram"
"small_symbol_5698","module_2","file_12.c","data",35,"0x890153a4","sysram","sysram_data","data","Low",25,"No","open_base/prj_ram"
"small_symbol_4536","module_14","file_80.c","code",89,"0x8ca90ab2","sysram","sysram_data","init","Low",12,"No","open_core/rlm"
"small_symbol_3283","module_4","file_65.c","data",27,"0x810cce57","ext_memory2","ext_memory2_data","always_power_on","Low",26,"No","open_base/prj_ram"
"small_symbol_3938","module_14","file_34.c","bss",76,"0x837f8ae7","sysram","sysram_data","ro_after_write","Low",29,"No","open_base/exthal"
"small_symbol_7918","module_14","file_5.c","code",76,"0x816cc8e1","sysram","sysram_data","always_power_on","Low",12,"No","core/mlm"
"small_symbol_6106","module_5","file_12.c","data",46,"0x89a81194","sysram","sysram_data","always_power_on","Low",21,"No","open_core/rlm"
"small_symbol_1627","module_13","file_14.c","bss",121,"0x8a9e565d","ext_memory1","ext_memory1_data","init","Low",23,"No","open_core/mlm"
"small_symbol_7459","module_6","file_36.c","bss",46,"0x8b746dc0","sysram","sysram_data","code","Low",5,"No","custom/system"
"small_symbol_3956","module_2","file_4.c","data",109,"0x8e932d29","sysram","sysram_data","init","Low",31,"No","base/exthal"
"small_symbol_1697","module_1","file_50.c","bss",98,"0x89d654c4","sysram","sysram_data","data","Low",30,"No","core/system"
"small_symbol_9251","module_16","file_66.c","bss",27,"0x8c2948a1","ext_memory2","ext_memory2_data","always_power_on","Low",19,"No","open_core/system"
"small_symbol_8002","module_8","file_13.c","data",56,"0x8b17ec3a","sysram","sysram_data","init","Low",16,"No","core/mlm"
"small_symbol_4083","module_7","file_23.c","data",83,"0x8fbb3e7b","ext_memory1","ext_memory1_data","init","Low",23,"No","base/hal"
"small_symbol_9675","module_2","file_76.c","data",58,"0x8d5fb2be","sysram","sysram_data","init","Low",10,"No","custom/system"
"small_symbol_6757","module_8","file_52.c","code",90,"0x89315fbd","sysram","sysram_data","data","Low",16,"No","open_base/exthal"
"small_symbol_3909","module_9","file_48.c","data",84,"0x841e2426","sysram","sysram_data","ro_after_write","Low",20,"No","base/hal"
"small_symbol_7496","module_5","file_32.c","code",95,"0x84c13ef2","sysram","sysram_data","code","Low",29,"No","core/rlm"
"small_symbol_2419","module_13","file_29.c","data",88,"0x81ca9a53","sysram","sysram_data","ro_after_write","Low",29,"No","open_core/middle"
"small_symbol_1829","module_10","file_1.c","bss",112,"0x8c48bcf2","ext_memory1","ext_memory1_data","code","Low",24,"No","open_core/rlm"
"small_symbol_2987","module_3","file_25.c","code",125,"0x8a86e4c2","sysram","sysram_data","code","Low",3,"No","base/prj_ram"
"small_symbol_8575","module_10","file_9.c","data",83,"0x80bd5fc0","sysram","sysram_data","code","Low",22,"No","custom/system"
"small_symbol_9694","module_11","file_74.c","bss",49,"0x859b0924","sysram","sysram_data","data","Low",12,"No","base/exthal"
"small_symbol_6007","module_5","file_65.c","data",25,"0x895523e0","sysram","sysram_data","init","Low",4,"No","custom/system"
"small_symbol_2210","module_16","file_38.c","bss",60,"0x80ab32a8","sysram","sysram_data","data","Low",20,"No","open_base/prj_ram"
"small_symbol_9503","module_16","file_37.c","bss",70,"0x87323e6d","sysram","sysram_data","ro_after_write","Low",18,"No","open_base/exthal"
"small_symbol_1039","module_14","file_24.c","code",83,"0x84ad51ee","sysram","sysram_data","data","Low",3,"No","base/exthal"
"small_symbol_2928","module_9","file_69.c","bss",118,"0x8fe7a398","ext_memory1","ext_memory1_data","code","Low",2,"No","core/rlm"
"small_symbol_7788","module_3","file_49.c","data",73,"0x879378bd","sysram","sysram_data","always_power_on","Low",13,"No","custom/system"
"small_symbol_8227","module_9","file_13.c","bss",105,"0x8216fe81","sysram","sysram_data","init","Low",8,"No","core/middle"
"small_symbol_8547","module_16","file_72.c","data",33,"0x887ac798","ext_memory1","ext_memory1_data","data","Low",3,"No","open_base/prj_ram"
"small_symbol_6072","module_12","file_7.c","code",34,"0x85d99ca2","sysram","sysram_data","init","Low",27,"No","customer"
"small_symbol_8638","module_11","file_15.c","bss",66,"0x844cf1c4","sysram","sysram_data","init","Low",31,"No","core/mlm"
"small_symbol_1325","module_12","file_29.c","bss",77,"0x8bac93d4","ext_memory2","ext_memory2_data","ro_after_write","Low",5,"No","core/rlm"
"small_symbol_5225","module_4","file_40.c","code",122,"0x869c43be","sysram","sysram_data","init","Low",19,"No","open_core/system"
"small_symbol_8025","module_3","file_46.c","data",108,"0x8a585d0c","sysram","sysram_data","init","Low",17,"No","open_base/prj_ram"
"small_symbol_2302","module_7","file_5.c","data",40,"0x8cca9b41","ext_memory2","ext_memory2_data","always_power_on","Low",30,"No","core/system"
"small_symbol_8282","module_16","file_22.c","data",39,"0x81f9f687","sysram","sysram_data","init","Low",26,"No","core/system"
"small_symbol_3447","module_10","file_31.c","data",122,"0x853c6413","sysram","sysram_data","init","Low",13,"No","open_base/exthal"
"small_symbol_6562","module_5","file_68.c","code",64,"0x8c3d2a08","ext_memory1","ext_memory1_data","data","Low",23,"No","customer"
"small_symbol_1683","module_4","file_63.c","code",120,"0x8ebf26b0","sysram","sysram_data","code","Low",17,"No","open_core/system"
"small_symbol_9568","module_3","file_41.c","code",71,"0x8fce63dc","sysram","sysram_data","always_power_on","Low",32,"No","base/exthal"
"small_symbol_5390","module_5","file_16.c","code",27,"0x8e88b011","sysram","sysram_data","init","Low",0,"No","open_base/exthal"
"small_symbol_4547","module_8","file_72.c","data",32,"0x834f7307","sysram","sysram_data","code","Low",6,"No","core/middle"
"small_symbol_7057","module_16","file_24.c","bss",26,"0x8154a1b1","ext_memory1","ext_memory1_data","data","Low",4,"No","core/rlm"
"small_symbol_1232","module_7","file_62.c","bss",84,"0x8c799638","sysram","sysram_data","init","Low",5,"No","open_core/system"
"small_symbol_4810","module_2","file_60.c","bss",56,"0x8a6562c3","sysram","sysram_data","always_power_on","Low",16,"No","custom/system"
"small_symbol_6193","module_1","file_4.c","bss",23,"0x8b3bf676","sysram","sysram_data","always_power_on","Low",6,"No","core/middle"
"small_symbol_6754","module_16","file_52.c","data",50,"0x8d213a42","sysram","sysram_data","ro_after_write","Low",25,"No","core/middle"
"small_symbol_9965","module_4","file_24.c","code",57,"0x81ab10ef","ext_memory2","ext_memory2_data","code","Low",23,"No","open_core/mlm"
"small_symbol_4544","module_15","file_35.c","code",93,"0x8e7c0a26","sysram","sysram_data","init","Low",11,"No","open_base/hal"
"small_symbol_1285","module_15","file_38.c","bss",69,"0x818ea61c","sysram","sysram_data","code","Low",23,"No","core/rlm"
"small_symbol_9176","module_15","file_21.c","data",29,"0x81f07db9","ext_memory1","ext_memory1_data","init","Low",25,"No","open_base/exthal"
"small_symbol_5679","module_11","file_68.c","bss",23,"0x81f7807d","sysram","sysram_data","ro_after_write","Low",25,"No","core/rlm"
"small_symbol_3292","module_7","file_25.c","data",97,"0x8d08e0d6","sysram","sysram_data","data","Low",17,"No","open_base/prj_ram"
"small_symbol_8723","module_8","file_62.c","bss",76,"0x81d881e3","sysram","sysram_data","ro_after_write","Low",23,"No","customer"
"small_symbol_4231","module_16","file_68.c","data",119,"0x83b02d04","ext_memory2","ext_memory2_data","code","Low",4,"No","open_base/exthal"
"small_symbol_9262","module_5","file_72.c","code",76,"0x866194f8","sysram","sysram_data","always_power_on","Low",1,"No","core/mlm"
"small_symbol_8294","module_6","file_49.c","bss",46,"0x8c800543","sysram","sysram_data","init","Low",26,"No","open_base/prj_ram"
"small_symbol_7157","module_11","file_64.c","code",73,"0x830d3ff6","sysram","sysram_data","ro_after_write","Low",11,"No","open_core/mlm"
"small_symbol_1863","module_6","file_56.c","data",109,"0x8f6e9123","sysram","sysram_data","code","Low",26,"No","customer"
"small_symbol_5802","module_3","file_76.c","data",93,"0x84b29689","ext_memory1","ext_memory1_data","init","Low",12,"No","core/system"
"small_symbol_5025","module_11","file_7.c","data",34,"0x8a866a1c","sysram","sysram_data","init","Low",11,"No","core/middle"
"small_symbol_2496","module_11","file_28.c","code",31,"0x897ff8d2","sysram","sysram_data","data","Low",0,"No","base/exthal"
"small_symbol_3340","module_10","file_30.c","code",35,"0x802df73f","sysram","sysram_data","code","Low",31,"No","base/exthal"
"small_symbol_5797","module_12","file_74.c","data",60,"0x8320e829","ext_memory1","ext_memory1_data","ro_after_write","Low",21,"No","open_base/hal"
"small_symbol_2005","module_4","file_45.c","code",32,"0x8ea82884","sysram","sysram_data","data","Low",15,"No","core/middle"
"small_symbol_8717","module_11","file_80.c","code",42,"0x8010f88f","sysram","sysram_data","init","Low",8,"No","open_core/system"
"small_symbol_9440","module_12","file_29.c","code",28,"0x8207c38e","sysram","sysram_data","always_power_on","Low",23,"No","core/rlm"
"small_symbol_4973","module_5","file_68.c","code",62,"0x848bc294","sysram","sysram_data","code","Low",17,"No","core/system"
"small_symbol_3446","module_6","file_44.c","data",78,"0x82f258c4","sysram","sysram_data","always_power_on","Low",1,"No","open_core/system"
"small_symbol_5015","module_9","file_14.c","data",39,"0x8d926287","ext_memory2","ext_memory2_data","ro_after_write","Low",27,"No","core/mlm"
"small_symbol_7131","module_1","file_2.c","bss",123,"0x84fc76cc","ext_memory2","ext_memory2_data","ro_after_write","Low",27,"No","base/exthal"
"small_symbol_7859","module_8","file_9.c","data",39,"0x874c3444","ext_memory1","ext_memory1_data","ro_after_write","Low",18,"No","open_core/middle"
"small_symbol_6226","module_9","file_52.c","code",61,"0x8c4a557d","sysram","sysram_data","init","Low",13,"No","base/hal"
"small_symbol_7769","module_11","file_34.c","bss",107,"0x8833ac82","sysram","sysram_data","init","Low",4,"No","base/exthal"
"small_symbol_5624","module_12","file_43.c","code",60,"0x805ff209","ext_memory2","ext_memory2_data","init","Low",5,"No","custom/system"
"small_symbol_7528","module_15","file_67.c","bss",34,"0x8e36ad6a","sysram","sysram_data","code","Low",30,"No","base/prj_ram"
"small_symbol_8856","module_2","file_29.c","code",45,"0x8d33cce3","sysram","sysram_data","ro_after_write","Low",25,"No","open_base/exthal"
"small_symbol_2817","module_9","file_27.c","code",63,"0x80f596f0","ext_memory2","ext_memory2_data","code","Low",1,"No","open_core/middle"
"small_symbol_5387","module_5","file_8.c","data",98,"0x884c9d0c","sysram","sysram_data","code","Low",13,"No","open_core/rlm"
"small_symbol_5421","module_12","file_24.c","bss",43,"0x8d5058c0","ext_memory2","ext_memory2_data","code","Low",8,"No","core/middle"
"small_symbol_5012","module_11","file_52.c","bss",65,"0x8e98c59d","sysram","sysram_data","ro_after_write","Low",6,"No","base/exthal"
"small_symbol_4097","module_16","file_48.c","code",40,"0x8284a86a","ext_memory1","ext_memory1_data","data","Low",7,"No","core/mlm"
"small_symbol_3793","module_5","file_80.c","bss",90,"0x86917aff","sysram","sysram_data","ro_after_write","Low",31,"No","open_base/exthal"
"small_symbol_9272","module_10","file_15.c","code",98,"0x8a0d3e95","sysram","sysram_data","data","Low",12,"No","open_core/system"
"small_symbol_4857","module_11","file_79.c","bss",88,"0x8adf7899","ext_memory2","ext_memory2_data","code","Low",28,"No","open_core/rlm"
"small_symbol_7715","module_3","file_33.c","data",94,"0x89ef88ac","sysram","sysram_data","ro_after_write","Low",29,"No","open_base/prj_ram"
"small_symbol_6107","module_7","file_34.c","data",98,"0x80692a9a","sysram","sysram_data","data","Low",0,"No","custom/system"
